,Mission ID,Mission Date,Theater of Operations,Country,Aircraft Series,Takeoff Base,Takeoff Location,Takeoff Latitude,Takeoff Longitude,Target Country,Target City,Target Latitude,Target Longitude,Altitude,High Explosives,High Explosives Type,High Explosives Weight LBS,High Explosives Weight Tons,Incendiary Devices,Incendiary Devices Type,Incendiary Devices Weight LBS,Incendiary Devices Weight Tons,Fragmentation Devices,Fragmentation Devices Type,Fragmentation Devices Weight LBS,Fragmentation Devices Weight Tons,Total Weight LBS,Total Weight Tons
5545,5546,8/3/1944,,GREAT BRITAIN,LIB,"""TORTORELLA, FOGGIA""",ITALY,4248,1355.0,,PORTES LES VALENCE,44.67,5.25,,,,,,,,,0.0,,,,0.0,,158.25
5560,5561,8/3/1944,CBI,USA,B25,,,,,BURMA,MONNYING,24.76666667,96.38333333,44.0,,250 LB GP (GP-M57),,8.0,,,,,,,,,,8.0
5596,5597,8/4/1944,CBI,USA,P47,,,,,BURMA,ANDAW,18.46666667,94.38333333,20.0,8.0,500 LB GP (GP-M43/M64),,2.0,,,,,,,,,,2.0
5600,5601,9/5/1943,PTO,USA,B25,,,,,NEW GUINEA,GARSONRER,-6.55,146.7833333,8.0,,,,,,,,,400.0,20 LB FRAG,,4.0,,4.0
5713,5714,2/22/1945,CBI,USA,P47,,,,,BURMA,NAWNGHPAU,22.88333333,97.65,15.0,8.0,250 LB GP (GP-M57),,1.0,,,,,,,,,,1.0
5717,5718,2/22/1945,CBI,USA,P47,,,,,BURMA,MONGMU,22.91666667,97.45,1.0,8.0,250 LB GP (GP-M57),,1.0,,,,,,,,,,1.0
5718,5719,2/22/1945,CBI,USA,P38,,,,,BURMA,MANHTAM,22.23333333,97.25,20.0,6.153846154,325 LB DC (DB-MK 17/47),,1.0,,,,,,,,,,1.0
5721,5722,2/22/1945,CBI,USA,P47,,,,,BURMA,KAMYE,21.26666667,95.31666667,15.0,4.0,500 LB GP (GP-M43/M64),,1.0,,,,,,,,,,1.0
5727,5728,2/22/1945,PTO,NEW ZEALAND,F4U,,,,,NEW IRELAND,NUSALEMON ISLAND,-2.655939,150.685867,,0.0,500 LB GP (GP-M43/M64),1000,,,,,,,,,,1000.0,0.5
5760,5761,2/22/1945,ETO,USA,B17,,,,,GERMANY,BIEL,50.57,8.42,137.0,,,,39.0,,,,,,,,,,39.0
5761,5762,2/22/1945,ETO,USA,B17,,,,,GERMANY,IMMENSTADT,47.57,10.22,132.0,,,,26.0,,,,,,,,,,26.0
5767,5768,2/22/1945,ETO,USA,B17,,,,,GERMANY,KELLMUNZ,48.12,10.13,95.0,,,,6.0,,,,,,,,,,6.0
5775,5776,2/22/1945,ETO,USA,B17,,,,,GERMANY,47 40 N 010 20 E,47.67,10.33,,,,,21.0,,,,,,,,,,21.0
5776,5777,2/22/1945,ETO,USA,B24,,,,,AUSTRIA,47 20 N 010 20 E,47.33,10.33,,,,,2.0,,,,,,,,,,2.0
5778,5779,2/22/1945,ETO,USA,B24,,,,,GERMANY,48 20 N 010 20 E,48.33,10.33,,,,,2.0,,,,,,,,,,2.0
5781,5782,2/22/1945,ETO,USA,B24,,,,,AUSTRIA,47 00 N 012 40 E,47.0,12.67,,,,,2.0,,,,,,,,,,2.0
5806,5807,8/4/1944,CBI,USA,P47,,,,,BURMA,MAWHE,24.58333333,96.2,10.0,8.0,250 LB GP (GP-M57),,1.0,,,,,,,,,,1.0
5832,5833,8/4/1944,ETO,USA,B17,,,,,GERMANY,EINSWARDEN,53.53,8.53,267.0,,,,24.0,,,,,,,,,,24.0
5904,5905,9/6/1943,MTO,USA,B17,,,,,ITALY,MINTURNO,41.25,13.75,,,,,8.0,,,,,,,,,,8.0
5927,5928,9/7/1943,MTO,GREAT BRITAIN,LIB,OUDNA,TUNISIA,36.649608,10.121936,GREECE,MANDURIA,40.4,17.63,,0.0,500 LB GP (GP-M43/M64),,,,,,0.0,,,,0.0,,25.75
6022,6023,2/22/1945,ETO,USA,B26,,,,,LUXEMBOURG,NEIDERHAUSEN,50.03,6.07,80.0,,,,24.0,,,,,,,,,,24.0
6033,6034,2/22/1945,ETO,USA,A20,,,,,GERMANY,ALSENBORN,49.5,7.92,,,,,17.0,,,,,,,,,,17.0
6035,6036,2/22/1945,ETO,USA,B26,,,,,GERMANY,ALSFELD,50.77,9.27,,,,,10.0,,,,,,,,,,10.0
6076,6077,2/22/1945,ETO,,B17,,,,,GERMANY,HOFINGEN,48.83,9.02,180.0,,,,29.0,,,,,,,,,,29.0
6086,6087,2/22/1945,ETO,,B17,,,,,GERMANY,KLOTZE,52.62,11.17,115.0,,,,39.0,,,,,,,,,,39.0
6087,6088,2/22/1945,ETO,,B17,,,,,GERMANY,DANNENBERG,53.12,12.85,114.0,,,,33.0,,,,,,,,,,33.0
6098,6099,2/22/1945,ETO,,B24,,,,,GERMANY,KREINSEN,51.87,9.97,85.0,,,,76.0,,,,,,,,,,76.0
6099,6100,2/22/1945,ETO,,B24,,,,,GERMANY,WALLHAUSEN,47.75,9.13,70.0,,,,42.0,,,,,,,,,,42.0
6114,6115,9/7/1943,MTO,USA,A20,,,,,ITALY,46 20 N 008 20 E,46.33,8.33,9.0,,,,,,,,,,,,,,
6154,6155,9/8/1943,PTO,USA,B24,,,,,CELEBES ISLANDS,BATOEMERAH,-3.683333333,128.1666667,90.0,44.0,500 LB GP (GP-M43/M64),,11.0,,,,,,,,,,11.0
6283,6284,8/4/1944,ETO,,B17,,,,,BELGIUM,DIXMUDE,51.03,2.88,230.0,,,,33.0,,,,,,,,,,33.0
6301,6302,2/22/1945,ETO,,B17,,,,,GERMANY,CRAILSHEIM,49.15,10.08,,,,,3.0,,,,,,,,,,3.0
6304,6305,2/22/1945,ETO,,GB17,,,,,GERMANY,FORCHHEIM,49.73,11.03,,,,,3.0,,,,,,,,,,3.0
6312,6313,2/22/1945,ETO,,GB24,,,,,GERMANY,52 40 N 007 40 E,52.67,7.67,,,,,3.0,,,,,,,,,,3.0
6327,6328,2/22/1945,ETO,,B26,,,,,GERMANY,BAHNSEN,48.28,8.77,113.0,,,,12.0,,,,,,,,,,12.0
6333,6334,2/22/1945,ETO,,B26,,,,,GERMANY,BOSUNGEN,48.25,8.55,102.0,,,,12.0,,,,,,,,,,12.0
6339,6340,2/22/1945,ETO,,B26,,,,,SWITZERLAND,BIETINGEN,47.72,8.75,90.0,,,,10.0,,,,,,,,,,10.0
6343,6344,2/22/1945,ETO,,B26,,,,,GERMANY,BISINGEN,48.32,8.92,78.0,,,,10.0,,,,,,,,,,10.0
6345,6346,2/22/1945,ETO,,B26,,,,,GERMANY,BODMAN,47.78,9.07,63.0,,,,12.0,,,,,,,,,,12.0
6357,6358,2/22/1945,ETO,,B26,,,,,GERMANY,WOLFSTEIN,49.58,7.58,,,,,10.0,,,,,,,,,,10.0
6386,6387,2/22/1945,ETO,,GB17,,,,,GERMANY,WEHRINGEN,48.25,10.8,190.0,,,,26.0,,,,,,,,,,26.0
6392,6393,2/22/1945,ETO,,B24,,,,,AUSTRIA,UTTENDORF,48.15,13.12,162.0,,,,3.0,,,,,,,,,,3.0
6422,6423,9/8/1943,MTO,USA,B26,,,,,ITALY,SAPRI,40.07,15.63,100.0,,,,62.0,,,,,,,,,,62.0
6430,6431,9/8/1943,MTO,USA,B25,,,,,ITALY,LAURIA,40.05,15.8,90.0,,,,2.0,,,,,,,,,,2.0
6436,6437,9/8/1943,MTO,USA,B25,,,,,ITALY,TREBISACCE,39.88,16.55,83.0,,,,54.0,,,,,,,,,,54.0
6444,6445,9/8/1943,MTO,USA,B25,,,,,ITALY,METAPONTO,40.37,16.82,,,,,15.0,,,,,,,,,,15.0
6519,6520,8/4/1944,ETO,,B24,,,,,FRANCE,VILLERS LA MONTAGNE,49.47,5.82,210.0,,,,18.0,,,,,,,,,,18.0
6559,6560,8/4/1944,ETO,,B26,,,,,FRANCE,LEVENS,43.87,7.22,112.0,,,,12.0,,,,,,,,,,12.0
6561,6562,8/4/1944,ETO,,B25,,,,,FRANCE,FONTAN,44.02,7.55,110.0,,,,22.0,,,,,,,,,,22.0
6565,6566,8/4/1944,ETO,GREAT BRITAIN,HVY,,,,,FRANCE,BEC D AMBES,45.04,-0.61,,,,,376.0,,,,,,,,,,376.0
6596,6597,8/4/1944,ETO,,B24,,,,,GERMANY,SCHLUTUP,53.88,10.82,,,,,,,,,22.0,,,,,,22.0
6603,6604,2/22/1945,ETO,,B17,,,,,GERMANY,PARTENKIRCHEN,47.5,11.12,142.0,,,,21.0,,,,,,,,,,21.0
6608,6609,2/22/1945,ETO,,B17,,,,,AUSTRIA,REUTTE,47.45,10.67,130.0,,,,12.0,,,,,,,,,,12.0
6619,6620,2/22/1945,ETO,,B26,,,,,GERMANY,NEUBECKUM,51.8,8.03,120.0,,,,12.0,,,,,,,,,,12.0
6627,6628,2/22/1945,ETO,,B26,,,,,GERMANY,HORB,48.45,8.7,116.0,,,,12.0,,,,,,,,,,12.0
6629,6630,2/22/1945,ETO,,B26,,,,,GERMANY,GENGENBACH,48.42,8.0,115.0,,,,2.0,,,,,,,,,,2.0
6633,6634,2/22/1945,ETO,,B26,,,,,GERMANY,OVERHAGEN,51.67,8.3,110.0,,,,6.0,,,,,,,,,,6.0
6635,6636,2/22/1945,ETO,,B26,,,,,GERMANY,OSTDORF,48.3,8.77,108.0,,,,12.0,,,,,,,,,,12.0
6639,6640,2/22/1945,ETO,,B26,,,,,GERMANY,WARBLINGEN,47.75,8.88,108.0,,,,12.0,,,,,,,,,,12.0
6652,6653,2/22/1945,ETO,,A26,,,,,GERMANY,HOCHSTAHL,50.1,8.53,95.0,,,,18.0,,,,,,,,,,18.0
6654,6655,2/22/1945,ETO,,B26,,,,,GERMANY,WEHRSTAPEL,51.35,8.33,95.0,,,,8.0,,,,,,,,,,8.0
6660,6661,2/22/1945,ETO,,B26,,,,,GERMANY,SAIG,47.88,8.18,86.0,,,,12.0,,,,,,,,,,12.0
6666,6667,2/22/1945,ETO,,A20,,,,,GERMANY,LANGMEIL,49.57,7.9,85.0,,,,10.0,,,,,,,,,,10.0
6673,6674,2/22/1945,ETO,,A26,,,,,GERMANY,SALMROHR,49.92,6.85,84.0,,,,12.0,,,,,,,,,,12.0
6677,6678,2/22/1945,ETO,,B26,,,,,GERMANY,KREUZAU,50.75,6.47,80.0,,,,24.0,,,,,,,,,,24.0
6697,6698,2/22/1945,ETO,,A26,,,,,FRANCE,MECHESHEIM,49.33,8.65,60.0,,,,8.0,,,,,,,,,,8.0
6699,6700,2/22/1945,ETO,,B24,,,,,GERMANY,VIENENBURG,51.95,10.57,60.0,,,,31.0,,,,,,,,,,31.0
6805,6806,8/4/1944,ETO,,B24,,,,,GERMANY,WARIN,53.8,11.71,,,,,28.0,,,,,,,,,,28.0
6832,6833,8/4/1944,CBI,USA,B25,,,,,BURMA,NANSIMA,24.18333333,94.66666667,49.0,,250 LB GP (GP-M57),,9.0,,,,,,,,,,9.0
6849,6850,8/4/1944,PTO,USA,B25,,,,,NEW GUINEA,CAPE WINSOP,-2.0,132.0,5.0,,100 LB GP (GP-M30),,,,,,,,,,,,
6851,6852,8/4/1944,PTO,USA,P39,,,,,NEW GUINEA,CAPE SNERISBARR,-1.083333333,135.83333330000002,,,100 LB GP (GP-M30),,,,,,,,,,,,
6856,6857,8/5/1944,PTO,USA,B24,,,,,MARIANAS ISLANDS,HAPUTO,13.41666667,144.6333333,1.0,36.0,500 LB GP (GP-M43/M64),,9.0,,,,,,,,,,9.0
6865,6866,8/5/1944,PTO,USA,B25,,,,,PALAU ISLANDS,CAPE LOEMBEE,1.0,136.25,,20.0,100 LB GP (GP-M30),,1.0,,,,,,,,,,1.0
6882,6883,8/5/1944,PTO,USA,B24,,,,,CELEBES ISLANDS,MOLUKKA PASSAGE,1.133333333,125.15,15.0,4.0,500 LB GP (GP-M43/M64),,1.0,,,,,,,,,,1.0
6897,6898,8/5/1944,ETO,USA,B26,,,,,FRANCE,BRIOLLAY,47.55,-0.52,116.0,,,,47.0,,,,,,,,,,47.0
6899,6900,8/5/1944,ETO,USA,B26,,,,,FRANCE,DURTAL,47.67,-0.22,57.0,,,,72.0,,,,,,,,,,72.0
6919,6920,2/22/1945,ETO,,B26,,,,,HOLLAND OR NETHERLANDS,BRAKEL,51.53,4.93,,,,,8.0,,,,,,,,,,8.0
6929,6930,2/22/1945,ETO,,B26,,,,,GERMANY,HOFFELD,50.38,6.83,,,,,20.0,,,,,,,,,,20.0
6935,6936,2/22/1945,ETO,,A26,,,,,GERMANY,MILTENBERG,49.87,9.25,,,,,17.0,,,,,,,,,,17.0
6950,6951,2/22/1945,ETO,,B26,,,,,GERMANY,NUTTLAR,51.37,8.42,,,,,10.0,,,,,,,,,,10.0
6952,6953,2/22/1945,ETO,,B26,,,,,GERMANY,OTTBERGEN,51.7,9.28,,,,,8.0,,,,,,,,,,8.0
6957,6958,2/22/1945,ETO,,B17,,,,,GERMANY,SCHWENNINGEN,48.08,8.5,,,,,3.0,,,,,,,,,,3.0
6962,6963,2/22/1945,ETO,,B24,,,,,GERMANY,ST JOHANN,50.43,12.72,,,,,2.0,,,,,,,,,,2.0
6967,6968,2/22/1945,ETO,,B17,,,,,GERMANY,VILLINGEN,48.05,8.45,,,,,6.0,,,,,,,,,,6.0
6969,6970,2/22/1945,ETO,,B26,,,,,GERMANY,WEHRDEN,51.7,9.4,,,,,8.0,,,,,,,,,,8.0
7098,7099,9/9/1943,MTO,,B26,,,,,ITALY,SCANSANO,42.7,11.33,92.0,,,,9.0,,,,,,,,,,9.0
7101,7102,8/5/1944,ETO,USA,B26,,,,,FRANCE,FORET DE SILLE,48.2,-0.17,45.0,,,,,,,,,,,,38.0,,38.0
7225,7226,2/22/1945,PTO,USA,A20,,,,,NEW GUINEA,CAPE TERABU,-3.666666667,140.8833333,1.0,,250 LB GP (GP-M57),,1.0,,,,,,,,,,1.0
7236,7237,2/22/1945,PTO,USA,P51,,,,,SUMATRA,ANGIN,1.766666667,101.5,1.0,,500 LB GP (GP-M43/M64),,8.0,4.0,500 LB AUX FUEL TANK INCENDIARY,,1.0,,,,,,9.0
7249,7250,2/23/1945,PTO,USA,P47,,,,,PHILIPPINE ISLANDS,BAUANG,16.5,120.33333329999999,1.0,28.0,1000 LB GP (GP-M44/M65),,14.0,,,,,,,,,,14.0
7255,7256,2/23/1945,CBI,USA,P38,,,,,BURMA,KUNGMONG,23.0,97.75,20.0,16.0,500 LB GP (GP-M43/M64),,4.0,,,,,,,,,,4.0
7276,7277,2/23/1945,CBI,USA,P47,,,,,BURMA,KHENIM,22.81666667,97.66666667,20.0,6.153846154,325 LB DC (DB-MK 17/47),,1.0,,,,,,,,,,1.0
7287,7288,2/23/1945,CBI,USA,P47,,,,,BURMA,TA TE,22.7,97.35,,0.0,500 LB GP (GP-M43/M64),,2.0,,,,,,,,,,2.0
7387,7388,9/10/1943,MTO,,B17,,,,,ITALY,TIBER RIVER,41.75,12.25,,,,,3.0,,,,,,,,,,3.0
7394,7395,9/10/1943,PTO,USA,B25,,,,,SOLOMON ISLANDS,DULO COVE,-8.1,157.05,21.0,,,,,,,,,100.0,120 LB FRAG (6X20 CLUSTERS),,6.0,,6.0
7401,7402,8/5/1944,ETO,USA,GB17,,,,,GERMANY,ALLSTEDT,51.4,11.4,,,,,3.0,,,,,,,,,,3.0
7546,7547,2/23/1945,ETO,,B17,,,,,GERMANY,ELLINGEN,49.07,10.98,154.0,,,,33.0,,,,,,,,,,33.0
7555,7556,2/23/1945,ETO,,GB17,,,,,GERMANY,HILDBURGHAUSEN,50.43,10.75,140.0,,,,33.0,,,,,,,,,,33.0
7566,7567,2/23/1945,ETO,,B24,,,,,GERMANY,STEINAU,53.65,10.65,,,,,3.0,,,,,,,,,,3.0
7568,7569,2/23/1945,ETO,,GB17,,,,,GERMANY,48 40 N 010 20 E,48.67,10.33,,,,,3.0,,,,,,,,,,3.0
7569,7570,2/23/1945,ETO,,B24,,,,,GERMANY,49 40 N 010 40 E,49.67,10.67,,,,,3.0,,,,,,,,,,3.0
7574,7575,2/23/1945,ETO,,B17,,,,,GERMANY,ANSBACH,49.3,10.62,134.0,,,,90.0,,,,,,,,,,90.0
7575,7576,2/23/1945,ETO,,B17,,,,,GERMANY,LICHTENFELS,50.15,11.08,120.0,,,,39.0,,,,,,,,,,39.0
7583,7584,2/23/1945,ETO,,B26,,,,,GERMANY,BORRSTADT,49.58,7.95,105.0,,,,54.0,,,,,,,,,,54.0
7604,7605,9/11/1943,PTO,USA,B24,,,,,SOLOMON ISLANDS,RENOOVA ISLAND,-8.516666667,157.33333330000002,12.0,8.0,500 LB GP (GP-M43/M64),,2.0,,,,,,,,,,2.0
7620,7621,9/11/1943,MTO,USA,B25,,,,,ITALY,COLOBARO,40.23,16.47,135.0,,,,17.0,,,,,,,,,,17.0
7658,7659,9/12/1943,MTO,USA,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,SAPRI,40.07,15.63,,64.0,500 LB GP (GP-M43/M64),,16.0,,,,,,,,,,16.0
7693,7694,9/12/1943,MTO,USA,B25,,,,,ITALY,ARIANO IRPINO,41.15,15.07,105.0,,,,37.0,,,,,,,,,,37.0
7768,7769,8/5/1944,ETO,,B26,,,,,FRANCE,CONNERRE,48.07,0.5,92.0,,,,59.0,,,,,,,,,,59.0
7775,7776,8/5/1944,ETO,,A20,,,,,FRANCE,CROISILLES,50.2,2.88,70.0,,,,48.0,,,,,,,,,,48.0
7777,7778,8/5/1944,ETO,,A20,,,,,FRANCE,LA PUISAYE,48.6,0.97,64.0,,,,39.0,,,,,,,,,,39.0
7785,7786,8/5/1944,ETO,GREAT BRITAIN,HVY,,,,,FRANCE,BASSENS,45.59,5.94,,,,,404.0,,,,,,,,,,404.0
7843,7844,2/23/1945,ETO,,B17,,,,,GERMANY,WINTERHAUSEN,49.71,10.02,145.0,,,,33.0,,,,,,,,,,33.0
7860,7861,2/23/1945,ETO,,GB17,,,,,GERMANY,50 00 N 0 9 40 E,50.0,9.67,129.0,,,,36.0,,,,,,,,,,36.0
7883,7884,2/23/1945,ETO,,B26,,,,,GERMANY,MANHEIM,50.88,6.6,125.0,,,,1.0,,,,,,,,,,1.0
7888,7889,2/23/1945,ETO,,A26,,,,,GERMANY,GOLZHEIM,51.25,6.73,123.0,,,,57.0,,,,,,,,,,57.0
7911,7912,9/12/1943,MTO,USA,B25,,,,,ITALY,CORLETO,40.37,16.03,,,,,3.0,,,,,,,,,,3.0
7937,7938,9/12/1943,MTO,USA,B24,,,,,GREECE,RHODES ISLAND,36.63,28.27,200.0,,,,14.0,,,,,,,,,,14.0
7940,7941,9/12/1943,MTO,USA,B24,,,,,ITALY,CALCATO,42.25,12.47,195.0,,,,9.0,,,,,,,,,,9.0
7967,7968,9/13/1943,MTO,USA,B17,,,,,ITALY,SALA CONSALINA,40.38,15.58,180.0,,,,23.0,,,,,,,,,,23.0
7997,7998,9/13/1943,MTO,GREAT BRITAIN,B26,,,,,ALGERIA,DJIDJELLI,36.75,5.67,105.0,,,,9.0,,,,,,,,,,9.0
8217,8218,9/14/1943,PTO,USA,B24,,,,,MARIANAS ISLANDS,13 05 N 146 0,13.08333333,146.0,75.0,4.0,500 LB GP (GP-M43/M64),,1.0,,,,,,,,,,1.0
8267,8268,9/14/1943,MTO,USA,B25,,,,,ITALY,BAROMISSI,40.73,14.75,85.0,,,,36.0,,,,,,,,,,36.0
8296,8297,9/14/1943,MTO,,B25,,,,,ITALY,ST CIPRIANO PICENTI,40.7,14.82,88.0,,,,32.0,,,,,,,,,,32.0
8302,8303,8/6/1944,ETO,USA,B25,,,,,FRANCE,JARD RIVER,46.43,-1.52,,,,,18.0,,,,,,,,,,18.0
8408,8409,2/24/1945,CBI,USA,P47,,,,,BURMA,AYADAW,23.16666667,97.15,15.0,8.0,500 LB GP (GP-M43/M64),,2.0,,,,,,,,,,2.0
8410,8411,2/24/1945,CBI,USA,P51,,,,,BURMA,PIN WA,20.53333333,94.85,12.0,8.0,500 LB GP (GP-M43/M64),,2.0,,,,,,,,,,2.0
8414,8415,2/24/1945,CBI,USA,P47,,,,,BURMA,MULE,24.28333333,95.38333333,1.0,8.0,250 LB GP (GP-M57),,1.0,,,,,,,,,,1.0
8417,8418,2/24/1945,CBI,USA,P47,,,,,BURMA,HATSA KAWN,22.63333333,97.35,,8.0,250 LB GP (GP-M57),,1.0,,,,,,,,,,1.0
8418,8419,2/24/1945,CBI,USA,P47,,,,,BURMA,KYAWNGSU,22.65,97.28333333,20.0,6.153846154,325 LB DC (DB-MK 17/47),,1.0,,,,,,,,,,1.0
8429,8430,2/24/1945,PTO,USA,B29,,,,,JAPAN,NAGATSURO,34.6,138.83333330000002,85.0,0.0,500 LB GP (GP-M43/M64),,,20.0,400 LB INCENDIARY,,4.0,,,,,,4.0
8511,8512,9/15/1943,MTO,USA,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,PESCOPAGANO,40.85,15.4,,46.0,500 LB GP (GP-M43/M64),,11.5,,,,,,,,,,11.5
8522,8523,9/15/1943,MTO,USA,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,NOCERA,40.73,14.62,,0.0,500 LB GP (GP-M43/M64),,0.0,,,,,,,,,,0.0
8523,8524,9/15/1943,MTO,USA,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,CAVA,45.13,9.12,,0.0,500 LB GP (GP-M43/M64),,0.0,,,,,,,,,,0.0
8524,8525,9/15/1943,MTO,USA,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,GRAZZANISE,41.1,14.12,,0.0,500 LB GP (GP-M43/M64),,0.0,,,,,,,,,,0.0
8526,8527,9/15/1943,MTO,USA,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,NAPLES,40.67,14.0,,0.0,500 LB GP (GP-M43/M64),,0.0,,,,,,,,,,0.0
8528,8529,9/15/1943,MTO,USA,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,TORRE ANNUNZIATA,40.77,14.43,,0.0,500 LB GP (GP-M43/M64),,0.0,,,,,,,,,,0.0
8589,8590,9/15/1943,ETO,GREAT BRITAIN,HVY,,,,,FRANCE,MONTLUCON,46.33,2.62,73.0,,,,70.0,,,,149.0,,,,,,219.0
8853,8854,9/15/1943,MTO,USA,B25,,,,,ITALY,CONTRONE,40.5,15.22,,,,,2.0,,,,,,,,,,2.0
8861,8862,9/15/1943,MTO,USA,B25,,,,,ITALY,CONTURSI,40.63,15.23,,,,,5.0,,,,,,,,,,5.0
8886,8887,9/16/1943,MTO,USA,A36,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,ITALY,BARCELLONA,38.13,15.22,,46.0,500 LB GP (GP-M43/M64),,11.5,,,,,,,,,,11.5
8897,8898,9/16/1943,MTO,USA,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,CAVA DI TIRRENI,40.7,14.7,,0.0,500 LB GP (GP-M43/M64),,0.0,,,,,,,,,,0.0
8899,8900,9/16/1943,MTO,GREAT BRITAIN,LIB,OUDNA,TUNISIA,36.649608,10.121936,GREECE,POTENZA,40.63,15.8,,0.0,500 LB GP (GP-M43/M64),,,107.0,FLARES,,0.0,,,,0.0,,12.5
8983,8984,8/6/1944,ETO,,B17,,,,,FRANCE,PORTES LES VALENCES,44.87,4.88,205.0,,,,73.0,,,,,,,,,,73.0
8999,9000,8/6/1944,ETO,,B24,,,,,FRANCE,ST RAMBERT,45.95,5.43,162.0,,,,85.0,,,,,,,,,,85.0
9089,9090,2/24/1945,ETO,,B26,,,,,GERMANY,HANSEN,50.53,7.38,,,,,4.0,,,,,,,,,,4.0
9179,9180,9/16/1943,MTO,USA,B24,,,,,ITALY,POTENZA,40.63,15.8,135.0,,,,11.0,,,,,,,,,,11.0
9197,9198,9/17/1943,MTO,USA,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,EBOLI,40.6,15.07,,0.0,500 LB GP (GP-M43/M64),,0.0,,,,,,,,,,0.0
9199,9200,9/17/1943,MTO,USA,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,SOLOFRA,40.82,14.83,,0.0,500 LB GP (GP-M43/M64),,0.0,,,,,,,,,,0.0
9202,9203,8/6/1944,ETO,,B26,,,,,FRANCE,COURTALAIN,48.1,1.13,126.0,,,,72.0,,,,,,,,,,72.0
9209,9210,8/6/1944,ETO,,B26,,,,,FRANCE,FORET DE PERSEIGNE,48.4,0.27,115.0,,,,49.0,,,,,,,,,,49.0
9284,9285,8/6/1944,ETO,,B24,,,,,FRANCE,ST GEORGES SUR FONT,48.8,1.37,,,,,3.0,,,,,,,,,,3.0
9365,9366,2/24/1945,MTO,,B25,,,,,ITALY,RAUAZZONE,45.87,11.03,,,,,1.0,,,,,,,,,,1.0
9382,9383,2/24/1945,CBI,USA,B25,,,,,BURMA,KYAUKTALON,21.91666667,95.76666667,43.0,,100 LB GP (GP-M30),,7.0,,,,,69.23076923,260 LB FRAG,,9.0,,16.0
9441,9442,9/17/1943,MTO,USA,B25,,,,,ITALY,AULETTA,40.57,15.43,,,,,2.0,,,,,,,,,,2.0
9449,9450,9/17/1943,MTO,USA,B25,,,,,ITALY,EBOLI,40.6,15.07,,,,,22.0,,,,,,,,,,22.0
9462,9463,9/18/1943,MTO,USA,A36,BARCELONA LANDING GROUND,SICILY,38.216681,15.233294,ITALY,COSENZA,39.27,16.25,,40.0,500 LB GP (GP-M43/M64),,10.0,,,,,,,,,,10.0
9464,9465,9/18/1943,MTO,USA,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,SARNO,40.8,14.6,,38.0,500 LB GP (GP-M43/M64),,9.5,,,,,,,,,,9.5
9467,9468,9/18/1943,MTO,USA,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,AULETTA,40.57,15.43,,14.0,500 LB GP (GP-M43/M64),,3.5,,,,,,,,,,3.5
9469,9470,11/28/1944,PTO,USA,B24,,,,,BISMARK ARCHIPELAGO,RITTER ISLAND,-5.533333333,148.1333333,40.0,4.0,500 LB GP (GP-M43/M64),,1.0,,,,,,,,,,1.0
9470,9471,9/18/1943,MTO,USA,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,BATTIPAGLIA,40.62,14.97,,0.0,500 LB GP (GP-M43/M64),,0.0,,,,,,,,,,0.0
9472,9473,9/18/1943,MTO,USA,A36,CAPACCIO,ITALY,40.421181,15.00565,ITALY,BAIANO,40.42,14.62,,0.0,500 LB GP (GP-M43/M64),,0.0,,,,,,,,,,0.0
9491,9492,9/18/1943,MTO,USA,B26,,,,,ITALY,PATRICA,41.6,13.27,110.0,,,,28.0,,,,,,,,,,28.0
9513,9514,8/6/1944,MTO,USA,B17,,,,,ROMANIA,BUZAU,45.13,26.8,,,,,3.0,,,,,,,,,,3.0
9532,9533,8/6/1944,CBI,USA,P40,,,,,BURMA,MAKWE,24.5,97.33333333,,,,,,,84 LB INCENDIARY (14X6 CLUSTER) I-M12,,1.0,,,,,,1.0
9542,9543,8/6/1944,PTO,USA,P39,,,,,NEW GUINEA,KAIREMBO,-1.5,137.7166667,1.0,,100 LB GP (GP-M30),,,,,,,,,,,,
9627,9628,2/25/1945,CBI,USA,P47,,,,,BURMA,NATESAN,22.83333333,96.58333333,15.0,16.0,500 LB GP (GP-M43/M64),,4.0,,,,,,,,,,4.0
9630,9631,2/25/1945,CBI,USA,P47,,,,,BURMA,NAMMAWHSUN,22.66666667,97.31666667,15.0,12.0,500 LB GP (GP-M43/M64),,3.0,,,,,,,,,,3.0
9634,9635,2/25/1945,CBI,USA,P47,,,,,BURMA,NAMHSAN,22.96666667,97.16666667,20.0,8.0,500 LB GP (GP-M43/M64),,2.0,,,,,,,,,,2.0
